millis,rot_x,rot_y,rot_z,angvel_x,angvel_y,angvel_z,target_mot_x,target_mot_y,target_mot_z,target_angular_vel_x,target_angular_vel_y,target_angular_vel_z,target_rot_x,target_rot_y,target_rot_z
5277,0.0603,-0.0745,1.4218,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6302,-0.1567,0.0085,-1.8151,0.0000,-0.0000,0.0000
5286,0.0603,-0.0745,1.4218,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6302,-0.1567,0.0085,-1.8151,0.0000,-0.0000,0.0000
5298,0.0603,-0.0745,1.4217,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6298,-0.1567,0.0085,-1.8149,0.0000,-0.0000,0.0000
5345,0.0603,-0.0745,1.4213,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6293,-0.1567,0.0085,-1.8146,0.0000,-0.0000,0.0000
5362,0.0603,-0.0745,1.4213,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6291,-0.1567,0.0085,-1.8146,0.0000,-0.0000,0.0000
5373,0.0603,-0.0745,1.4212,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6289,-0.1567,0.0085,-1.8145,0.0000,-0.0000,0.0000
5384,0.0603,-0.0745,1.4212,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6288,-0.1567,0.0085,-1.8144,0.0000,-0.0000,0.0000
5393,0.0603,-0.0745,1.4212,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6288,-0.1567,0.0085,-1.8144,0.0000,-0.0000,0.0000
5410,0.0603,-0.0745,1.4209,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6283,-0.1566,0.0085,-1.8141,0.0000,-0.0000,0.0000
5423,0.0603,-0.0745,1.4209,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6283,-0.1566,0.0085,-1.8141,0.0000,-0.0000,0.0000
5438,0.0603,-0.0745,1.4209,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6283,-0.1566,0.0085,-1.8141,0.0000,-0.0000,0.0000
5455,0.0603,-0.0745,1.4206,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6279,-0.1566,0.0084,-1.8140,0.0000,-0.0000,0.0000
5464,0.0603,-0.0745,1.4206,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6277,-0.1566,0.0084,-1.8139,0.0000,-0.0000,0.0000
5480,0.0603,-0.0745,1.4206,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6276,-0.1566,0.0084,-1.8138,0.0000,-0.0000,0.0000
5498,0.0603,-0.0746,1.4204,0.0000,0.0000,0.0000,-0.0000,0.0000,-3.6272,-0.1568,0.0086,-1.8136,0.0000,-0.0000,0.0000
5513,0.0603,-0.0746,1.4204,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6272,-0.1568,0.0086,-1.8136,0.0000,-0.0000,0.0000
5531,0.0603,-0.0746,1.4203,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6270,-0.1568,0.0086,-1.8135,0.0000,-0.0000,0.0000
5543,0.0603,-0.0746,1.4201,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6267,-0.1567,0.0085,-1.8133,0.0000,-0.0000,0.0000
5559,0.0603,-0.0746,1.4199,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6263,-0.1567,0.0085,-1.8132,0.0000,-0.0000,0.0000
5568,0.0603,-0.0746,1.4199,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6263,-0.1567,0.0085,-1.8132,0.0000,-0.0000,0.0000
5588,0.0603,-0.0746,1.4199,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6263,-0.1567,0.0085,-1.8132,0.0000,-0.0000,0.0000
5608,0.0603,-0.0746,1.4198,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6260,-0.1567,0.0085,-1.8130,0.0000,-0.0000,0.0000
5614,0.0603,-0.0746,1.4198,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6260,-0.1567,0.0085,-1.8130,0.0000,-0.0000,0.0000
5630,0.0603,-0.0746,1.4196,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6256,-0.1567,0.0085,-1.8128,0.0000,-0.0000,0.0000
5659,0.0601,-0.0746,1.4194,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6255,-0.1566,0.0087,-1.8127,0.0000,-0.0000,0.0000
5662,0.0601,-0.0746,1.4194,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6253,-0.1565,0.0086,-1.8127,0.0000,-0.0000,0.0000
5706,0.0601,-0.0746,1.4190,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6245,-0.1565,0.0086,-1.8122,0.0000,-0.0000,0.0000
5708,0.0601,-0.0746,1.4190,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6245,-0.1565,0.0086,-1.8122,0.0000,-0.0000,0.0000
5731,0.0601,-0.0746,1.4188,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6241,-0.1565,0.0086,-1.8121,0.0000,-0.0000,0.0000
5742,0.0601,-0.0746,1.4186,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6238,-0.1565,0.0086,-1.8119,0.0000,-0.0000,0.0000
5756,0.0601,-0.0746,1.4186,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6238,-0.1565,0.0086,-1.8119,0.0000,-0.0000,0.0000
5772,0.0601,-0.0746,1.4186,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6238,-0.1565,0.0086,-1.8119,0.0000,-0.0000,0.0000
5796,0.0601,-0.0746,1.4185,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6234,-0.1565,0.0086,-1.8117,0.0000,-0.0000,0.0000
5799,0.0601,-0.0746,1.4185,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6234,-0.1565,0.0086,-1.8117,0.0000,-0.0000,0.0000
5818,0.0601,-0.0746,1.4183,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6231,-0.1565,0.0086,-1.8115,0.0000,-0.0000,0.0000
5829,0.0601,-0.0746,1.4182,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6229,-0.1564,0.0085,-1.8114,0.0000,-0.0000,0.0000
5838,0.0601,-0.0746,1.4182,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6229,-0.1564,0.0085,-1.8114,0.0000,-0.0000,0.0000
5869,0.0601,-0.0746,1.4180,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6226,-0.1564,0.0085,-1.8113,0.0000,-0.0000,0.0000
5879,0.0601,-0.0746,1.4180,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6226,-0.1564,0.0085,-1.8113,0.0000,-0.0000,0.0000
5890,0.0601,-0.0746,1.4179,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6222,-0.1564,0.0085,-1.8111,0.0000,-0.0000,0.0000
5913,0.0601,-0.0746,1.4179,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6222,-0.1564,0.0085,-1.8111,0.0000,-0.0000,0.0000
5921,0.0601,-0.0747,1.4177,0.0000,0.0000,0.0000,-0.0000,0.0000,-3.6218,-0.1566,0.0087,-1.8109,0.0000,-0.0000,0.0000
5947,0.0601,-0.0747,1.4174,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6213,-0.1565,0.0086,-1.8107,0.0000,-0.0000,0.0000
5950,0.0601,-0.0747,1.4174,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6213,-0.1565,0.0086,-1.8107,0.0000,-0.0000,0.0000
5975,0.0601,-0.0747,1.4173,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6210,-0.1565,0.0086,-1.8105,0.0000,-0.0000,0.0000
5987,0.0601,-0.0747,1.4172,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6208,-0.1565,0.0086,-1.8104,0.0000,-0.0000,0.0000
5996,0.0601,-0.0747,1.4171,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6206,-0.1565,0.0086,-1.8103,0.0000,-0.0000,0.0000
6018,0.0601,-0.0747,1.4170,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6205,-0.1565,0.0086,-1.8102,0.0000,-0.0000,0.0000
6021,0.0601,-0.0747,1.4170,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6205,-0.1565,0.0086,-1.8102,0.0000,-0.0000,0.0000
6057,0.0601,-0.0747,1.4167,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6203,-0.1565,0.0086,-1.8101,0.0000,-0.0000,0.0000
6065,0.0601,-0.0747,1.4167,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6199,-0.1565,0.0086,-1.8100,0.0000,-0.0000,0.0000
6080,0.0600,-0.0747,1.4166,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6200,-0.1563,0.0087,-1.8100,0.0000,-0.0000,0.0000
6088,0.0600,-0.0747,1.4166,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6196,-0.1563,0.0087,-1.8098,0.0000,-0.0000,0.0000
6105,0.0600,-0.0747,1.4166,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6196,-0.1563,0.0087,-1.8098,0.0000,-0.0000,0.0000
6114,0.0600,-0.0747,1.4166,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6196,-0.1563,0.0087,-1.8098,0.0000,-0.0000,0.0000
6125,0.0600,-0.0747,1.4164,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6193,-0.1563,0.0087,-1.8096,0.0000,-0.0000,0.0000
6148,0.0600,-0.0747,1.4162,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6189,-0.1563,0.0087,-1.8095,0.0000,-0.0000,0.0000
6157,0.0600,-0.0747,1.4162,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6189,-0.1563,0.0087,-1.8095,0.0000,-0.0000,0.0000
6166,0.0600,-0.0747,1.4162,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6189,-0.1563,0.0087,-1.8095,0.0000,-0.0000,0.0000
6195,0.0600,-0.0747,1.4160,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6186,-0.1563,0.0087,-1.8093,0.0000,-0.0000,0.0000
6203,0.0600,-0.0747,1.4160,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6186,-0.1563,0.0087,-1.8093,0.0000,-0.0000,0.0000
6219,0.0600,-0.0747,1.4160,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6184,-0.1563,0.0087,-1.8092,0.0000,-0.0000,0.0000
6228,0.0600,-0.0747,1.4159,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6182,-0.1563,0.0087,-1.8091,0.0000,-0.0000,0.0000
6255,0.0600,-0.0747,1.4158,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6181,-0.1563,0.0087,-1.8090,0.0000,-0.0000,0.0000
6258,0.0600,-0.0747,1.4158,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6181,-0.1563,0.0087,-1.8090,0.0000,-0.0000,0.0000
6275,0.0600,-0.0747,1.4157,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6179,-0.1563,0.0087,-1.8090,0.0000,-0.0000,0.0000
6285,0.0600,-0.0747,1.4156,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6177,-0.1563,0.0086,-1.8089,0.0000,-0.0000,0.0000
6296,0.0600,-0.0747,1.4156,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6177,-0.1563,0.0086,-1.8089,0.0000,-0.0000,0.0000
6323,0.0600,-0.0748,1.4154,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6173,-0.1564,0.0088,-1.8087,0.0000,-0.0000,0.0000
6339,0.0600,-0.0748,1.4153,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6173,-0.1564,0.0088,-1.8087,0.0000,-0.0000,0.0000
6353,0.0600,-0.0748,1.4153,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6170,-0.1564,0.0088,-1.8085,0.0000,-0.0000,0.0000
6388,0.0600,-0.0748,1.4150,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6165,-0.1564,0.0087,-1.8082,0.0000,-0.0000,0.0000
6425,0.0600,-0.0748,1.4149,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6163,-0.1564,0.0087,-1.8082,0.0000,-0.0000,0.0000
6434,0.0600,-0.0748,1.4149,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6163,-0.1564,0.0087,-1.8082,0.0000,-0.0000,0.0000
6448,0.0600,-0.0748,1.4148,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6161,-0.1564,0.0087,-1.8081,0.0000,-0.0000,0.0000
6462,0.0600,-0.0748,1.4147,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6160,-0.1563,0.0087,-1.8080,0.0000,-0.0000,0.0000
6474,0.0600,-0.0748,1.4147,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6158,-0.1563,0.0087,-1.8079,0.0000,-0.0000,0.0000
6500,0.0600,-0.0748,1.4145,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6154,-0.1563,0.0087,-1.8077,0.0000,-0.0000,0.0000
6509,0.0600,-0.0748,1.4145,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6154,-0.1563,0.0087,-1.8077,0.0000,-0.0000,0.0000
6530,0.0599,-0.0748,1.4143,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6151,-0.1563,0.0087,-1.8075,0.0000,-0.0000,0.0000
6542,0.0599,-0.0748,1.4143,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6151,-0.1563,0.0087,-1.8075,0.0000,-0.0000,0.0000
6564,0.0599,-0.0748,1.4143,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6151,-0.1563,0.0087,-1.8075,0.0000,-0.0000,0.0000
6576,0.0599,-0.0748,1.4141,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6148,-0.1563,0.0087,-1.8074,0.0000,-0.0000,0.0000
6613,0.0599,-0.0748,1.4140,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6144,-0.1563,0.0087,-1.8072,0.0000,-0.0000,0.0000
6616,0.0599,-0.0748,1.4140,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6144,-0.1563,0.0087,-1.8072,0.0000,-0.0000,0.0000
6639,0.0599,-0.0750,1.4138,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6140,-0.1564,0.0088,-1.8070,0.0000,-0.0000,0.0000
6645,0.0599,-0.0750,1.4138,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6140,-0.1564,0.0088,-1.8070,0.0000,-0.0000,0.0000
6658,0.0599,-0.0750,1.4138,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6140,-0.1564,0.0088,-1.8070,0.0000,-0.0000,0.0000
6675,0.0599,-0.0750,1.4138,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6140,-0.1564,0.0088,-1.8070,0.0000,-0.0000,0.0000
6686,0.0599,-0.0750,1.4137,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6139,-0.1564,0.0088,-1.8069,0.0000,-0.0000,0.0000
6703,0.0599,-0.0750,1.4135,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6135,-0.1564,0.0088,-1.8068,0.0000,-0.0000,0.0000
6716,0.0599,-0.0750,1.4135,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6135,-0.1564,0.0088,-1.8068,0.0000,-0.0000,0.0000
6738,0.0599,-0.0750,1.4134,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6132,-0.1564,0.0088,-1.8066,0.0000,-0.0000,0.0000
6742,0.0599,-0.0750,1.4134,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6132,-0.1564,0.0088,-1.8066,0.0000,-0.0000,0.0000
6761,0.0599,-0.0750,1.4134,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6132,-0.1564,0.0088,-1.8066,0.0000,-0.0000,0.0000
6772,0.0599,-0.0750,1.4134,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6132,-0.1564,0.0088,-1.8066,0.0000,-0.0000,0.0000
6783,0.0599,-0.0750,1.4132,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6128,-0.1564,0.0087,-1.8064,0.0000,-0.0000,0.0000
6801,0.0599,-0.0750,1.4132,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6128,-0.1564,0.0087,-1.8064,0.0000,-0.0000,0.0000
6807,0.0599,-0.0750,1.4132,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6128,-0.1564,0.0087,-1.8064,0.0000,-0.0000,0.0000
6826,0.0599,-0.0750,1.4132,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6128,-0.1564,0.0087,-1.8064,0.0000,-0.0000,0.0000
6847,0.0599,-0.0750,1.4130,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6125,-0.1564,0.0087,-1.8062,0.0000,-0.0000,0.0000
6866,0.0599,-0.0750,1.4130,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6125,-0.1564,0.0087,-1.8062,0.0000,-0.0000,0.0000
6877,0.0599,-0.0750,1.4128,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6121,-0.1563,0.0087,-1.8061,0.0000,-0.0000,0.0000
6893,0.0599,-0.0750,1.4128,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6121,-0.1563,0.0087,-1.8061,0.0000,-0.0000,0.0000
6899,0.0599,-0.0750,1.4128,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6121,-0.1563,0.0087,-1.8061,0.0000,-0.0000,0.0000
6951,0.0599,-0.0750,1.4126,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6116,-0.1563,0.0087,-1.8058,0.0000,-0.0000,0.0000
6963,0.0599,-0.0750,1.4126,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6116,-0.1563,0.0087,-1.8058,0.0000,-0.0000,0.0000
6982,0.0599,-0.0750,1.4125,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6115,-0.1563,0.0087,-1.8057,0.0000,-0.0000,0.0000
6985,0.0599,-0.0750,1.4125,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6115,-0.1563,0.0087,-1.8057,0.0000,-0.0000,0.0000
7003,0.0599,-0.0750,1.4124,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6113,-0.1563,0.0087,-1.8056,0.0000,-0.0000,0.0000
7018,0.0599,-0.0750,1.4124,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6113,-0.1563,0.0087,-1.8056,0.0000,-0.0000,0.0000
7034,0.0599,-0.0750,1.4122,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6109,-0.1563,0.0087,-1.8055,0.0000,-0.0000,0.0000
7054,0.0599,-0.0750,1.4122,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6109,-0.1563,0.0087,-1.8055,0.0000,-0.0000,0.0000
7062,0.0599,-0.0749,1.4121,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6106,-0.1563,0.0087,-1.8053,0.0000,-0.0000,0.0000
7073,0.0599,-0.0749,1.4121,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6106,-0.1563,0.0087,-1.8053,0.0000,-0.0000,0.0000
7094,0.0599,-0.0749,1.4121,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6106,-0.1563,0.0087,-1.8053,0.0000,-0.0000,0.0000
7100,0.0599,-0.0749,1.4121,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6106,-0.1563,0.0087,-1.8053,0.0000,-0.0000,0.0000
7111,0.0599,-0.0749,1.4119,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6102,-0.1563,0.0086,-1.8051,0.0000,-0.0000,0.0000
7140,0.0599,-0.0749,1.4119,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6102,-0.1563,0.0086,-1.8051,0.0000,-0.0000,0.0000
7159,0.0599,-0.0749,1.4117,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6099,-0.1563,0.0086,-1.8049,0.0000,-0.0000,0.0000
7179,0.0599,-0.0749,1.4116,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6097,-0.1563,0.0086,-1.8049,0.0000,-0.0000,0.0000
7185,0.0599,-0.0749,1.4115,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6096,-0.1562,0.0086,-1.8048,0.0000,-0.0000,0.0000
7199,0.0599,-0.0749,1.4115,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6096,-0.1562,0.0086,-1.8048,0.0000,-0.0000,0.0000
7215,0.0599,-0.0749,1.4114,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6094,-0.1562,0.0086,-1.8047,0.0000,-0.0000,0.0000
7230,0.0598,-0.0749,1.4114,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6092,-0.1561,0.0088,-1.8046,0.0000,-0.0000,0.0000
7236,0.0598,-0.0749,1.4114,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6092,-0.1561,0.0088,-1.8046,0.0000,-0.0000,0.0000
7254,0.0598,-0.0749,1.4113,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6090,-0.1561,0.0088,-1.8045,0.0000,-0.0000,0.0000
7270,0.0598,-0.0749,1.4111,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6087,-0.1561,0.0087,-1.8044,0.0000,-0.0000,0.0000
7283,0.0598,-0.0749,1.4111,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6087,-0.1561,0.0087,-1.8044,0.0000,-0.0000,0.0000
7291,0.0598,-0.0749,1.4111,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6087,-0.1561,0.0087,-1.8044,0.0000,-0.0000,0.0000
7302,0.0598,-0.0749,1.4111,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6087,-0.1561,0.0087,-1.8044,0.0000,-0.0000,0.0000
7316,0.0598,-0.0749,1.4110,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6086,-0.1560,0.0087,-1.8043,0.0000,-0.0000,0.0000
7325,0.0598,-0.0749,1.4109,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6084,-0.1560,0.0087,-1.8042,0.0000,-0.0000,0.0000
7352,0.0598,-0.0749,1.4108,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6084,-0.1560,0.0087,-1.8042,0.0000,-0.0000,0.0000
7363,0.0598,-0.0749,1.4108,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6080,-0.1560,0.0087,-1.8040,0.0000,-0.0000,0.0000
7376,0.0598,-0.0749,1.4108,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6080,-0.1560,0.0087,-1.8040,0.0000,-0.0000,0.0000
7396,0.0598,-0.0749,1.4108,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6080,-0.1560,0.0087,-1.8040,0.0000,-0.0000,0.0000
7404,0.0598,-0.0749,1.4107,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6080,-0.1560,0.0087,-1.8040,0.0000,-0.0000,0.0000
7424,0.0598,-0.0749,1.4106,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6078,-0.1560,0.0087,-1.8039,0.0000,-0.0000,0.0000
7439,0.0598,-0.0749,1.4106,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6077,-0.1560,0.0087,-1.8038,0.0000,-0.0000,0.0000
7475,0.0598,-0.0749,1.4104,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6073,-0.1560,0.0087,-1.8037,0.0000,-0.0000,0.0000
7482,0.0598,-0.0749,1.4103,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6071,-0.1560,0.0087,-1.8036,0.0000,-0.0000,0.0000
7501,0.0598,-0.0749,1.4102,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6071,-0.1560,0.0087,-1.8036,0.0000,-0.0000,0.0000
7513,0.0598,-0.0749,1.4102,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6070,-0.1560,0.0087,-1.8035,0.0000,-0.0000,0.0000
7532,0.0598,-0.0749,1.4102,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6068,-0.1560,0.0087,-1.8034,0.0000,-0.0000,0.0000
7541,0.0598,-0.0749,1.4102,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6068,-0.1560,0.0087,-1.8034,0.0000,-0.0000,0.0000
7555,0.0598,-0.0749,1.4101,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6067,-0.1560,0.0087,-1.8033,0.0000,-0.0000,0.0000
7561,0.0598,-0.0749,1.4101,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6067,-0.1560,0.0087,-1.8033,0.0000,-0.0000,0.0000
7582,0.0598,-0.0749,1.4100,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6065,-0.1560,0.0086,-1.8032,0.0000,-0.0000,0.0000
7593,0.0598,-0.0749,1.4100,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6065,-0.1560,0.0086,-1.8032,0.0000,-0.0000,0.0000
7610,0.0598,-0.0749,1.4098,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6061,-0.1560,0.0086,-1.8031,0.0000,-0.0000,0.0000
7619,0.0598,-0.0749,1.4098,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6061,-0.1560,0.0086,-1.8031,0.0000,-0.0000,0.0000
7639,0.0598,-0.0749,1.4097,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6059,-0.1560,0.0086,-1.8030,0.0000,-0.0000,0.0000
7652,0.0598,-0.0749,1.4096,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6058,-0.1559,0.0086,-1.8029,0.0000,-0.0000,0.0000
7677,0.0598,-0.0751,1.4095,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6056,-0.1561,0.0088,-1.8028,0.0000,-0.0000,0.0000
7692,0.0598,-0.0751,1.4095,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6054,-0.1561,0.0088,-1.8027,0.0000,-0.0000,0.0000
7697,0.0598,-0.0751,1.4095,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6054,-0.1561,0.0088,-1.8027,0.0000,-0.0000,0.0000
7709,0.0598,-0.0751,1.4094,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6052,-0.1561,0.0087,-1.8026,0.0000,-0.0000,0.0000
7721,0.0598,-0.0751,1.4094,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6052,-0.1561,0.0087,-1.8026,0.0000,-0.0000,0.0000
7748,0.0598,-0.0751,1.4093,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6051,-0.1561,0.0087,-1.8025,0.0000,-0.0000,0.0000
7767,0.0598,-0.0751,1.4092,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6049,-0.1561,0.0087,-1.8024,0.0000,-0.0000,0.0000
7786,0.0598,-0.0751,1.4090,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6045,-0.1561,0.0087,-1.8023,0.0000,-0.0000,0.0000
7795,0.0598,-0.0751,1.4090,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6045,-0.1561,0.0087,-1.8023,0.0000,-0.0000,0.0000
7812,0.0598,-0.0751,1.4090,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6045,-0.1561,0.0087,-1.8023,0.0000,-0.0000,0.0000
7818,0.0598,-0.0751,1.4090,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6045,-0.1561,0.0087,-1.8023,0.0000,-0.0000,0.0000
7832,0.0598,-0.0751,1.4089,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6042,-0.1560,0.0087,-1.8021,0.0000,-0.0000,0.0000
7846,0.0598,-0.0751,1.4089,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6042,-0.1560,0.0087,-1.8021,0.0000,-0.0000,0.0000
